3|433|7|118|200
3|434|7|119|100
3|435|7|120|100
3|436|7|121|200
3|437|7|122|100
3|438|7|123|100
3|439|7|124|200
3|440|7|125|100
3|441|7|126|100
3|442|7|127|100
3|443|7|128|100
3|444|7|129|200
3|445|7|130|100
3|446|7|131|100
3|447|7|132|100
3|448|7|134|200
3|449|7|133|100
3|450|7|135|100
3|451|7|136|100
3|452|7|137|200
3|453|7|138|100
3|454|7|139|100
3|455|7|140|200
3|456|7|141|100
3|457|7|142|100
3|458|7|143|200
3|459|7|144|100
3|460|7|145|100
3|461|7|146|200
3|462|7|147|100
3|463|7|148|100
3|464|7|149|200
3|465|7|150|100
3|466|7|151|100
3|467|7|152|100
3|468|7|153|100
3|469|7|154|200
3|470|7|155|100
3|471|7|156|100
3|472|7|157|100
3|473|7|158|100
3|474|7|159|200
3|475|7|160|100
3|476|7|161|100
3|477|7|162|200
3|478|7|163|100
3|479|7|164|100
3|480|7|165|200
3|481|7|166|100
3|482|7|167|100
3|483|7|168|200
3|484|7|169|100
3|485|7|170|100
3|486|7|171|200
3|487|7|172|100
3|488|7|173|100
3|489|7|174|200
3|490|7|175|100
3|491|7|176|100
3|492|7|177|100
3|493|7|178|100
3|494|7|179|200
3|495|7|180|100
3|496|7|181|100
3|497|7|182|100
3|498|7|183|100
3|499|7|184|200
3|500|7|185|100
3|501|7|186|100
3|502|7|187|200
3|503|7|188|100
3|504|7|189|100
3|505|7|190|200
3|506|7|191|100
3|507|7|192|100
3|508|7|193|200
3|509|7|194|100
3|510|7|195|100
3|511|7|196|200
3|512|7|197|100
3|513|7|198|100
3|514|7|199|200
3|515|7|200|200
3|516|7|201|100
3|517|7|202|100
3|518|7|203|100
3|519|7|204|100
3|520|7|204|200
3|521|7|205|100
3|522|7|206|100
3|523|7|207|100
3|524|7|208|100
3|525|7|209|200
3|526|7|210|100
3|527|7|211|100
3|528|7|212|200
3|529|7|213|100
3|530|7|214|100
3|531|7|215|200
3|532|7|216|100
3|533|7|217|100
3|534|7|218|200
3|535|7|219|100
3|536|7|220|100
3|537|7|221|200
3|538|7|222|100
3|539|7|223|100
3|540|7|224|200
3|541|7|225|100
3|542|7|226|100
3|543|7|227|100
3|544|7|228|100
3|545|7|229|200
3|546|7|230|100
3|547|7|231|100
3|548|7|232|100
3|549|7|233|100
3|550|7|234|200
3|551|7|235|100
3|552|7|236|100
3|553|7|237|200
3|554|7|238|100
3|555|7|239|100
3|556|7|240|200
3|557|7|241|100
3|558|7|242|100
3|559|7|243|200
3|560|7|244|100
3|561|7|245|100
3|562|7|246|200
3|563|7|247|100
3|564|7|248|100
3|565|7|249|200
3|566|7|250|100
3|567|7|251|100
3|568|7|252|100
3|569|7|253|100
3|570|7|254|200
3|571|7|255|100
3|572|7|256|100
3|573|7|257|100
3|574|7|258|100
3|575|7|259|200
3|576|7|260|100
3|577|7|261|100
3|578|7|262|200
3|579|7|263|100
3|580|7|264|100
3|581|7|265|200
3|582|7|266|100
3|583|7|267|100
3|584|7|268|200
3|585|7|269|100
3|586|7|270|100
3|587|7|271|200
3|588|7|272|100
3|589|7|273|100
3|590|7|274|200
3|591|7|275|100
3|592|7|276|100
3|593|7|277|100
3|594|7|278|100
3|595|7|280|100
3|596|7|279|200
3|597|7|281|100
3|598|7|282|100
3|599|7|283|100
3|600|7|284|200
3|601|7|285|100
3|602|7|286|100
3|603|7|287|200
3|604|7|288|100
3|605|7|289|100
3|606|7|290|200
3|607|7|291|100
3|608|7|292|100
3|609|7|293|200
3|610|7|294|100
3|611|7|295|100
3|612|7|296|200
3|613|7|297|100
3|614|7|298|100
3|615|7|299|200
3|616|7|300|200
3|617|7|301|100
3|618|7|302|100
3|619|7|303|100
3|620|7|304|100
3|621|7|305|100
3|622|7|306|100
3|623|7|308|100
3|624|7|307|100
3|625|7|309|200
3|626|7|310|100
3|627|7|311|100
3|628|7|312|200
3|629|7|313|100
3|630|7|314|100
3|631|7|315|200
3|632|7|316|100
3|633|7|317|100
3|634|7|318|200
3|635|7|319|100
3|636|7|320|100
3|637|7|321|200
3|638|7|322|100
3|639|7|323|100
3|640|7|324|200
3|641|7|325|100
3|642|7|326|100
3|643|7|327|100
3|644|7|328|100
3|645|7|329|200
3|646|7|330|100
3|647|7|331|100
3|648|7|332|100
3|649|7|333|100
3|650|7|334|200
3|651|7|335|100
3|652|7|336|100
3|653|7|337|200
3|654|7|338|100
3|655|7|339|100
3|656|7|340|200
3|657|7|341|100
3|658|7|342|100
3|659|7|343|200
3|660|7|344|100
3|661|7|345|100
3|662|7|346|200
3|663|7|347|100
3|664|7|348|100
3|665|7|349|200
3|666|7|350|100
3|667|7|351|100
3|668|7|352|100
3|669|7|353|100
3|670|7|354|200
3|671|7|355|100
3|672|7|357|100
3|673|7|356|100
3|674|7|358|100
3|675|7|359|200
3|676|7|360|100
3|677|7|361|100
3|678|7|362|200
3|679|7|363|100
3|680|7|364|100
3|681|7|365|200
3|682|7|366|100
3|683|7|367|100
3|684|7|368|200
3|685|7|369|100
3|686|7|371|200
3|687|7|370|100
3|688|7|372|100
3|689|7|373|100
3|690|7|374|200
3|691|7|375|100
3|692|7|376|100
3|693|7|377|100
3|694|7|378|100
3|695|7|379|200
3|696|7|380|100
3|697|7|381|100
3|698|7|382|100
3|699|7|383|100
3|700|7|384|200
3|701|7|385|100
3|702|7|386|100
3|703|7|387|200
3|704|7|388|100
3|705|7|389|100
3|706|7|390|200
3|707|7|391|100
3|708|7|392|100
3|709|7|393|200
3|710|7|394|100
3|711|7|395|100
3|712|7|396|200
3|713|7|397|100
3|714|7|398|100
3|715|7|399|200
